participant,final_rating,final_moves,response_list,response_dir,is_correct,trial_list,rt,met_score,stimuli_type,delta_f,stimuli_direction,delta_t,response_f
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-30n-250.wav,0.0,25.0,tone,30,n,250,150.0
2222,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-30p-60.wav,0.0,25.0,tone,30,p,60,150.0
2222,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-100.wav,0.0,25.0,tone,10,p,100,150.0
2222,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-100.wav,1.87,25.0,tone,40,p,100,145.0
2222,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-80.wav,0.0,25.0,tone,0,0,0,150.0
2222,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-120.wav,0.0,25.0,tone,0,0,0,150.0
2222,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-60.wav,0.0,25.0,tone,0,0,0,150.0
2222,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-20p-80.wav,2.647,25.0,tone,20,p,80,145.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-100.wav,0.0,25.0,tone,20,n,100,150.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-250.wav,0.0,25.0,tone,10,n,250,150.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-60.wav,0.0,25.0,tone,40,n,60,150.0
2222,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-80.wav,1.885,25.0,tone,40,p,80,145.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-60.wav,0.0,25.0,tone,20,n,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-80.wav,0.0,25.0,tone,40,n,80,150.0
2222,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-20p-250.wav,2.117,25.0,tone,20,p,250,145.0
2222,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-100.wav,0.0,25.0,tone,10,n,100,150.0
2222,11.0,2.0,"10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,4.847,25.0,i,40,p,80,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,0.0,25.0,i,30,n,100,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-250.wav,1.82,25.0,i,20,p,250,145.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,0.0,25.0,i,10,p,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-250.wav,0.0,25.0,i,30,n,250,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-120.wav,0.0,25.0,i,40,p,120,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-40.wav,0.0,25.0,i,10,p,40,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-60.wav,0.0,25.0,i,30,n,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,0.0,25.0,i,10,n,40,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-250.wav,1.563,25.0,i,10,p,250,145.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-60.wav,0.0,25.0,i,20,n,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,0.0,25.0,i,20,n,100,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,0.0,25.0,i,10,n,80,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,0.0,25.0,i,30,p,60,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,0.0,25.0,i,0,0,0,150.0
2222,12.0,1.0,12,h,False,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,1.87,25.0,i,30,n,120,155.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,0.0,25.0,i,40,p,100,150.0
2222,10.0,1.0,10,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-100.wav,1.971,25.0,i,40,n,100,145.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-120.wav,0.0,25.0,i,40,n,120,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-40.wav,0.0,25.0,i,20,p,40,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,2.101,25.0,i,20,p,120,145.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-250.wav,0.0,25.0,i,40,p,250,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-120.wav,0.0,25.0,i,10,p,120,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,0.0,25.0,i,40,p,40,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,0.0,25.0,i,30,n,40,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-120.wav,0.0,25.0,i,10,n,120,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,2.6,25.0,i,20,p,100,145.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,0.0,25.0,i,0,0,0,150.0
2222,12.0,1.0,12,h,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-250.wav,1.834,25.0,i,40,n,250,155.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-250.wav,0.0,25.0,i,20,n,250,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-80.wav,1.951,25.0,i,30,p,80,145.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,0.0,25.0,i,30,n,80,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-60.wav,0.0,25.0,i,10,n,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,0.0,25.0,i,20,n,120,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-80.wav,0.0,25.0,i,20,n,80,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,0.0,25.0,i,30,p,120,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,0.0,25.0,i,20,p,80,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,0.0,25.0,i,30,p,100,150.0
2222,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-250.wav,2.085,25.0,i,30,p,250,145.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,0.0,25.0,i,30,p,40,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,0.0,25.0,i,10,p,100,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,0.0,25.0,i,40,n,80,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,0.0,25.0,i,0,0,0,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,0.0,25.0,i,0,0,0,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,0.0,25.0,i,0,0,0,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,0.0,25.0,i,20,p,60,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,0.0,25.0,i,10,p,80,150.0
2222,12.0,1.0,12,h,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-250.wav,1.918,25.0,i,10,n,250,155.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,0.0,25.0,i,40,n,40,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,0.0,25.0,i,40,p,60,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,0.0,25.0,i,20,n,40,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,0.0,25.0,i,40,n,60,150.0
2222,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-250.wav,0.0,25.0,i,0,0,0,150.0
2222,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,0.0,25.0,i,10,n,100,150.0
4757,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,3.9562,37.0,i,40,p,80,155.0
4757,11.0,3.0,"12,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,8.0384,37.0,i,30,n,100,150.0
4757,12.0,7.0,"12,13,12,11,10,11,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-20p-250.wav,17.3792,37.0,i,20,p,250,155.0
4757,12.0,5.0,"12,10,12,11,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,11.472,37.0,i,10,p,60,155.0
4757,9.0,3.0,"9,10,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-250.wav,6.6427,37.0,i,30,n,250,140.0
4757,12.0,2.0,"10,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-120.wav,5.345,37.0,i,40,p,120,155.0
4757,11.0,5.0,"12,10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-40.wav,10.1053,37.0,i,10,p,40,150.0
4757,11.0,3.0,"10,9,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30n-60.wav,7.7139,37.0,i,30,n,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,0.0,37.0,i,10,n,40,150.0
4757,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-10p-250.wav,2.4768,37.0,i,10,p,250,155.0
4757,10.0,2.0,"9,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-60.wav,4.4267,37.0,i,20,n,60,145.0
4757,12.0,2.0,"10,12",h,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,6.6547,37.0,i,20,n,100,155.0
4757,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,8.1639,37.0,i,10,n,80,150.0
4757,11.0,3.0,"10,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,6.9216,37.0,i,30,p,60,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,0.0,37.0,i,0,0,0,150.0
4757,12.0,4.0,"10,9,11,12",h,False,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,9.3924,37.0,i,30,n,120,155.0
4757,11.0,4.0,"12,13,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,10.7794,37.0,i,40,p,100,150.0
4757,12.0,4.0,"12,11,10,12",h,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-100.wav,11.8093,37.0,i,40,n,100,155.0
4757,11.0,7.0,"12,13,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-120.wav,14.1894,37.0,i,40,n,120,150.0
4757,11.0,5.0,"10,12,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-40.wav,11.6435,37.0,i,20,p,40,150.0
4757,11.0,3.0,"10,9,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,7.789,37.0,i,20,p,120,150.0
4757,13.0,11.0,"13,14,15,16,17,16,15,14,13,12,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-250.wav,25.1754,37.0,i,40,p,250,160.0
4757,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-120.wav,9.7217,37.0,i,10,p,120,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,0.0,37.0,i,40,p,40,150.0
4757,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,0.0,37.0,i,30,n,40,150.0
4757,12.0,1.0,12,h,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-120.wav,2.8586,37.0,i,10,n,120,155.0
4757,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,11.2434,37.0,i,20,p,100,150.0
4757,11.0,2.0,"10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,4.7937,37.0,i,0,0,0,150.0
4757,13.0,6.0,"13,14,15,14,17,13",h,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-250.wav,13.3423,37.0,i,40,n,250,160.0
4757,12.0,5.0,"12,13,12,11,12",h,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-250.wav,12.0076,37.0,i,20,n,250,155.0
4757,11.0,2.0,"12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-80.wav,4.591,37.0,i,30,p,80,150.0
4757,10.0,3.0,"10,12,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,6.9292,37.0,i,30,n,80,145.0
4757,11.0,2.0,"12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-60.wav,5.4649,37.0,i,10,n,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,0.0,37.0,i,20,n,120,150.0
4757,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-80.wav,8.1302,37.0,i,20,n,80,150.0
4757,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,8.4625,37.0,i,30,p,120,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,0.0,37.0,i,20,p,80,150.0
4757,11.0,2.0,"12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,4.7131,37.0,i,30,p,100,150.0
4757,12.0,3.0,"10,11,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-250.wav,7.4402,37.0,i,30,p,250,155.0
4757,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,3.0646,37.0,i,30,p,40,155.0
4757,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,4.5464,37.0,i,10,p,100,155.0
4757,10.0,3.0,"10,9,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,7.7216,37.0,i,40,n,80,145.0
4757,11.0,2.0,"10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,5.5771,37.0,i,0,0,0,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,0.0,37.0,i,0,0,0,150.0
4757,11.0,4.0,"12,11,10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,8.7936,37.0,i,0,0,0,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,0.0,37.0,i,20,p,60,150.0
4757,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,0.0,37.0,i,10,p,80,150.0
4757,10.0,4.0,"9,10,11,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-250.wav,8.2087,37.0,i,10,n,250,145.0
4757,9.0,4.0,"10,11,10,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,10.4904,37.0,i,40,n,40,140.0
4757,10.0,2.0,"9,10",l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,5.5219,37.0,i,40,p,60,145.0
4757,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,8.0887,37.0,i,20,n,40,150.0
4757,11.0,2.0,"10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,5.7049,37.0,i,40,n,60,150.0
4757,11.0,4.0,"12,11,10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-250.wav,8.8434,37.0,i,0,0,0,150.0
4757,11.0,2.0,"10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,4.6309,37.0,i,10,n,100,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-100.wav,0.0,37.0,di,0,0,0,150.0
4757,11.0,4.0,"10,11,12,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-120.wav,10.4258,37.0,di,30,n,120,150.0
4757,12.0,3.0,"12,13,12",h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-250.wav,6.4716,37.0,di,10,p,250,155.0
4757,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-80.wav,3.7155,37.0,di,10,p,80,155.0
4757,12.0,2.0,"13,12",h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-250.wav,4.5079,37.0,di,30,p,250,155.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-40.wav,0.0,37.0,di,40,p,40,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-60.wav,0.0,37.0,di,10,p,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-80.wav,0.0,37.0,di,30,n,80,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-40.wav,0.0,37.0,di,10,n,40,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-120.wav,0.0,37.0,di,10,p,120,150.0
4757,12.0,5.0,"10,11,12,11,12",h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-80.wav,10.1621,37.0,di,20,n,80,155.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-120.wav,0.0,37.0,di,20,n,120,150.0
4757,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-80.wav,3.0601,37.0,di,10,n,80,155.0
4757,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-80.wav,2.6755,37.0,di,30,p,80,145.0
4757,11.0,3.0,"10,12,11",m,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-250.wav,6.5497,37.0,di,0,0,0,150.0
4757,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-40.wav,2.945,37.0,di,30,n,40,155.0
4757,11.0,2.0,"10,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-120.wav,6.7976,37.0,di,40,p,120,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-120.wav,0.0,37.0,di,40,n,120,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-40.wav,0.0,37.0,di,40,n,40,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-60.wav,0.0,37.0,di,20,p,60,150.0
4757,11.0,2.0,"12,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-40.wav,5.3638,37.0,di,20,p,40,150.0
4757,10.0,2.0,"9,10",l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-250.wav,3.9086,37.0,di,40,n,250,145.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-40.wav,0.0,37.0,di,10,p,40,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-60.wav,0.0,37.0,di,40,p,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-60.wav,0.0,37.0,di,30,n,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-120.wav,0.0,37.0,di,10,n,120,150.0
4757,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-120.wav,2.5925,37.0,di,20,p,120,155.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-40.wav,0.0,37.0,di,0,0,0,150.0
4757,13.0,5.0,"13,12,13,12,13",h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-250.wav,10.9444,37.0,di,40,p,250,160.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-250.wav,0.0,37.0,di,20,n,250,150.0
4757,11.0,2.0,"12,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-100.wav,5.4584,37.0,di,40,n,100,150.0
4757,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-100.wav,2.0587,37.0,di,30,p,100,145.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-60.wav,0.0,37.0,di,10,n,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-40.wav,0.0,37.0,di,20,n,40,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-100.wav,0.0,37.0,di,20,p,100,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-40.wav,0.0,37.0,di,30,p,40,150.0
4757,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-100.wav,2.3041,37.0,di,30,n,100,145.0
4757,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-120.wav,2.0874,37.0,di,30,p,120,155.0
4757,9.0,1.0,9,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-250.wav,2.2256,37.0,di,30,n,250,140.0
4757,11.0,2.0,"10,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-60.wav,5.3474,37.0,di,30,p,60,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-100.wav,0.0,37.0,di,10,p,100,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-100.wav,0.0,37.0,di,40,p,100,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-80.wav,0.0,37.0,di,0,0,0,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-120.wav,0.0,37.0,di,0,0,0,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-60.wav,0.0,37.0,di,0,0,0,150.0
4757,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-80.wav,0.0,37.0,di,20,p,80,150.0
4757,11.0,4.0,"10,11,12,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-100.wav,8.2297,37.0,di,20,n,100,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-250.wav,0.0,37.0,di,10,n,250,150.0
4757,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-60.wav,1.9456,37.0,di,40,n,60,145.0
4757,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-80.wav,2.1211,37.0,di,40,p,80,155.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-60.wav,0.0,37.0,di,20,n,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-80.wav,0.0,37.0,di,40,n,80,150.0
4757,13.0,1.0,13,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-250.wav,1.7728,37.0,di,20,p,250,160.0
4757,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-100.wav,0.0,37.0,di,10,n,100,150.0
4757,11.0,2.0,"10,11",m,True,main_files/trial_tone/tone_150hz_75db_250ff-000-100.wav,6.2704,37.0,tone,0,0,0,150.0
4757,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-120.wav,1.9041,37.0,tone,30,n,120,155.0
4757,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-250.wav,2.4894,37.0,tone,10,p,250,145.0
4757,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-80.wav,0.0,37.0,tone,10,p,80,150.0
4757,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-30p-250.wav,2.0402,37.0,tone,30,p,250,155.0
4757,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-40.wav,2.1728,37.0,tone,40,p,40,145.0
4757,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-60.wav,0.0,37.0,tone,10,p,60,150.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-30n-80.wav,0.0,37.0,tone,30,n,80,150.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-40.wav,0.0,37.0,tone,10,n,40,150.0
4757,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-120.wav,2.2218,37.0,tone,10,p,120,145.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-80.wav,0.0,37.0,tone,20,n,80,150.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-120.wav,0.0,37.0,tone,20,n,120,150.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-80.wav,0.0,37.0,tone,10,n,80,150.0
4757,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-30p-80.wav,2.0453,37.0,tone,30,p,80,145.0
4757,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-250.wav,0.0,37.0,tone,0,0,0,150.0
4757,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-30n-40.wav,0.0,37.0,tone,30,n,40,150.0
4757,9.0,1.0,9,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-120.wav,1.9159,37.0,tone,40,p,120,140.0
