participant,final_rating,final_moves,response_list,response_dir,is_correct,trial_list,rt,met_score,stimuli_type,delta_f,stimuli_direction,delta_t,response_f
3887,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,1.9256,0.0,i,30,p,120,155.0
3887,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,2.4298,0.0,i,20,p,80,145.0
3887,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,1.8924,0.0,i,30,p,100,155.0
3887,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-250.wav,1.8911,0.0,i,30,p,250,155.0
3887,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,2.0902,0.0,i,30,p,40,145.0
3887,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,0.0,0.0,i,10,p,100,150.0
3887,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,0.0,0.0,i,40,n,80,150.0
3887,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,0.0,0.0,i,0,0,0,150.0
3887,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,0.0,0.0,i,0,0,0,150.0
3887,12.0,1.0,12,h,False,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,2.4754,0.0,i,0,0,0,155.0
3887,12.0,1.0,12,h,True,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,2.0791,0.0,i,20,p,60,155.0
3887,11.0,0.0,,l,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,0.0,0.0,i,10,p,80,150.0
3887,10.0,1.0,10,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-250.wav,1.8278,0.0,i,10,n,250,145.0
3887,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,0.0,0.0,i,40,n,40,150.0
3887,10.0,1.0,10,l,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,2.4609,0.0,i,40,p,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,2.0665,0.0,i,20,n,40,145.0
3887,10.0,1.0,10,l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,2.0667,0.0,i,40,n,60,145.0
3887,10.0,2.0,"12,10",l,False,main_files/trial_i/07_i_150hz_75db_250ff-000-250.wav,3.5777,0.0,i,0,0,0,145.0
3887,11.0,0.0,,l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-100.wav,0.0,0.0,i,10,n,100,150.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-100.wav,2.4361,0.0,tone,0,0,0,145.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-120.wav,1.8921,0.0,tone,30,n,120,155.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-10p-250.wav,2.4614,0.0,tone,10,p,250,155.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-80.wav,3.0378,0.0,tone,10,p,80,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-30p-250.wav,1.9099,0.0,tone,30,p,250,155.0
3887,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-40.wav,0.0,0.0,tone,40,p,40,150.0
3887,12.0,2.0,"10,12",h,True,main_files/trial_tone/tone_150hz_75db_250ff-10p-60.wav,4.2383,0.0,tone,10,p,60,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-80.wav,2.4043,0.0,tone,30,n,80,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-10n-40.wav,1.7257,0.0,tone,10,n,40,155.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-120.wav,2.1376,0.0,tone,10,p,120,145.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-20n-80.wav,1.8976,0.0,tone,20,n,80,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-20n-120.wav,1.6884,0.0,tone,20,n,120,155.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-80.wav,2.3444,0.0,tone,10,n,80,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-30p-80.wav,2.1047,0.0,tone,30,p,80,155.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-250.wav,1.8207,0.0,tone,0,0,0,145.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-40.wav,1.9558,0.0,tone,30,n,40,155.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-120.wav,1.8293,0.0,tone,40,p,120,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-120.wav,1.3065,0.0,tone,40,n,120,145.0
3887,11.0,0.0,,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-40.wav,0.0,0.0,tone,40,n,40,150.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-20p-60.wav,1.4884,0.0,tone,20,p,60,145.0
3887,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-20p-40.wav,0.0,0.0,tone,20,p,40,150.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-250.wav,4.2617,0.0,tone,40,n,250,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-40.wav,1.82,0.0,tone,10,p,40,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-60.wav,1.6779,0.0,tone,40,p,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-30n-60.wav,1.4441,0.0,tone,30,n,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-120.wav,1.6712,0.0,tone,10,n,120,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-20p-120.wav,1.4106,0.0,tone,20,p,120,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-40.wav,2.6242,0.0,tone,0,0,0,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-40p-250.wav,1.9649,0.0,tone,40,p,250,155.0
3887,12.0,2.0,"10,12",h,False,main_files/trial_tone/tone_150hz_75db_250ff-20n-250.wav,3.0558,0.0,tone,20,n,250,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-40n-100.wav,3.7375,0.0,tone,40,n,100,155.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-30p-100.wav,1.757,0.0,tone,30,p,100,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-10n-60.wav,1.6979,0.0,tone,10,n,60,155.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-40.wav,1.6918,0.0,tone,20,n,40,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-20p-100.wav,1.7882,0.0,tone,20,p,100,155.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-30p-40.wav,2.0071,0.0,tone,30,p,40,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-100.wav,2.1072,0.0,tone,30,n,100,155.0
3887,10.0,4.0,"12,11,12,10",l,False,main_files/trial_tone/tone_150hz_75db_250ff-30p-120.wav,8.5523,0.0,tone,30,p,120,145.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-30n-250.wav,3.5889,0.0,tone,30,n,250,155.0
3887,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-30p-60.wav,0.0,0.0,tone,30,p,60,150.0
3887,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-10p-100.wav,0.0,0.0,tone,10,p,100,150.0
3887,12.0,3.0,"10,11,12",h,True,main_files/trial_tone/tone_150hz_75db_250ff-40p-100.wav,4.9454,0.0,tone,40,p,100,155.0
3887,11.0,0.0,,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-80.wav,0.0,0.0,tone,0,0,0,150.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-120.wav,2.0056,0.0,tone,0,0,0,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-000-60.wav,2.2786,0.0,tone,0,0,0,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-20p-80.wav,1.6231,0.0,tone,20,p,80,155.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-100.wav,2.3092,0.0,tone,20,n,100,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-10n-250.wav,2.2766,0.0,tone,10,n,250,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-60.wav,1.9118,0.0,tone,40,n,60,145.0
3887,10.0,1.0,10,l,False,main_files/trial_tone/tone_150hz_75db_250ff-40p-80.wav,1.862,0.0,tone,40,p,80,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-20n-60.wav,2.1059,0.0,tone,20,n,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_tone/tone_150hz_75db_250ff-40n-80.wav,1.6899,0.0,tone,40,n,80,145.0
3887,12.0,1.0,12,h,True,main_files/trial_tone/tone_150hz_75db_250ff-20p-250.wav,1.7726,0.0,tone,20,p,250,155.0
3887,12.0,1.0,12,h,False,main_files/trial_tone/tone_150hz_75db_250ff-10n-100.wav,1.4783,0.0,tone,10,n,100,155.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-100.wav,0.0,0.0,di,0,0,0,150.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-120.wav,2.5639,0.0,di,30,n,120,155.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-250.wav,1.997,0.0,di,10,p,250,155.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-80.wav,2.3581,0.0,di,10,p,80,145.0
3887,10.0,2.0,"12,10",l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-250.wav,3.5211,0.0,di,30,p,250,145.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-40.wav,1.9058,0.0,di,40,p,40,145.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-60.wav,1.9757,0.0,di,10,p,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-80.wav,1.814,0.0,di,30,n,80,145.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-40.wav,1.9477,0.0,di,10,n,40,145.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-120.wav,1.5383,0.0,di,10,p,120,155.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-80.wav,1.9619,0.0,di,20,n,80,155.0
3887,11.0,2.0,"10,11",m,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-120.wav,1.988,0.0,di,20,n,120,150.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-80.wav,2.4938,0.0,di,10,n,80,155.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-80.wav,2.0215,0.0,di,30,p,80,145.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-250.wav,0.0,0.0,di,0,0,0,150.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-40.wav,0.0,0.0,di,30,n,40,150.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-120.wav,1.9402,0.0,di,40,p,120,155.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-120.wav,2.0415,0.0,di,40,n,120,155.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-40.wav,2.3211,0.0,di,40,n,40,145.0
3887,8.0,5.0,"7,4,2,7,8",l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-60.wav,10.8858,0.0,di,20,p,60,135.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-40.wav,2.2046,0.0,di,20,p,40,145.0
3887,9.0,2.0,"10,9",l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-250.wav,3.0086,0.0,di,40,n,250,140.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-40.wav,2.2704,0.0,di,10,p,40,145.0
3887,13.0,1.0,13,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-60.wav,1.8379,0.0,di,40,p,60,160.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-60.wav,1.9105,0.0,di,30,n,60,145.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-120.wav,1.6883,0.0,di,10,n,120,145.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-120.wav,1.6213,0.0,di,20,p,120,145.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-40.wav,0.0,0.0,di,0,0,0,150.0
3887,13.0,1.0,13,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-250.wav,1.8584,0.0,di,40,p,250,160.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-250.wav,1.86,0.0,di,20,n,250,145.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-100.wav,1.8227,0.0,di,40,n,100,155.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-100.wav,1.8879,0.0,di,30,p,100,155.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-60.wav,1.3955,0.0,di,10,n,60,145.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-40.wav,1.854,0.0,di,20,n,40,155.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-100.wav,1.9885,0.0,di,20,p,100,155.0
3887,10.0,1.0,10,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-40.wav,1.981,0.0,di,30,p,40,145.0
3887,12.0,1.0,12,h,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-100.wav,2.2724,0.0,di,30,n,100,155.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-120.wav,2.907,0.0,di,30,p,120,155.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30n-250.wav,0.0,0.0,di,30,n,250,150.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-30p-60.wav,1.993,0.0,di,30,p,60,155.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10p-100.wav,2.2043,0.0,di,10,p,100,155.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-100.wav,0.0,0.0,di,40,p,100,150.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-80.wav,0.0,0.0,di,0,0,0,150.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-120.wav,0.0,0.0,di,0,0,0,150.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-000-60.wav,0.0,0.0,di,0,0,0,150.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-80.wav,0.0,0.0,di,20,p,80,150.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-100.wav,0.0,0.0,di,20,n,100,150.0
3887,10.0,1.0,10,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-250.wav,2.054,0.0,di,10,n,250,145.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-60.wav,0.0,0.0,di,40,n,60,150.0
3887,11.0,0.0,,l,False,main_files/trial_di/07_di_cross_150hz_75db_250ff-40p-80.wav,0.0,0.0,di,40,p,80,150.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20n-60.wav,0.0,0.0,di,20,n,60,150.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-40n-80.wav,0.0,0.0,di,40,n,80,150.0
3887,12.0,1.0,12,h,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-20p-250.wav,2.1281,0.0,di,20,p,250,155.0
3887,11.0,0.0,,l,True,main_files/trial_di/07_di_cross_150hz_75db_250ff-10n-100.wav,0.0,0.0,di,10,n,100,150.0
1957,11.0,12.0,"10,9,10,11,12,11,10,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-80.wav,24.5517,33.0,i,40,p,80,150.0
1957,9.0,32.0,"10,11,10,9,10,9,8,9,10,11,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-100.wav,69.294,33.0,i,30,n,100,140.0
1957,12.0,23.0,"10,9,8,13,12,13,12,13,12,11,12,11,10,11,12,11,12,11,12,11,12,11,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-20p-250.wav,45.5689,33.0,i,20,p,250,155.0
1957,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-60.wav,8.6019,33.0,i,10,p,60,150.0
1957,8.0,11.0,"10,9,8,7,8,7,8,9,8,9,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-250.wav,20.2773,33.0,i,30,n,250,135.0
1957,11.0,8.0,"10,11,12,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-120.wav,15.1029,33.0,i,40,p,120,150.0
1957,11.0,6.0,"10,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-40.wav,12.5432,33.0,i,10,p,40,150.0
1957,10.0,18.0,"10,9,8,7,6,5,9,8,9,10,11,12,11,10,9,10,9,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-60.wav,34.552,33.0,i,30,n,60,145.0
1957,10.0,4.0,"12,10,9,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-40.wav,9.136,33.0,i,10,n,40,145.0
1957,12.0,5.0,"10,11,12,13,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-10p-250.wav,11.0523,33.0,i,10,p,250,155.0
1957,10.0,7.0,"10,11,10,9,10,9,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-60.wav,14.5351,33.0,i,20,n,60,145.0
1957,11.0,6.0,"10,11,10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-100.wav,10.8509,33.0,i,20,n,100,150.0
1957,11.0,10.0,"10,11,10,11,10,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-80.wav,19.7691,33.0,i,10,n,80,150.0
1957,11.0,17.0,"10,12,11,12,11,12,11,12,11,12,11,12,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-60.wav,38.6192,33.0,i,30,p,60,150.0
1957,11.0,3.0,"12,10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-80.wav,6.8904,33.0,i,0,0,0,150.0
1957,8.0,5.0,"10,9,8,7,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-120.wav,9.3285,33.0,i,30,n,120,135.0
1957,13.0,13.0,"10,11,10,9,11,12,13,14,13,12,13,14,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-100.wav,24.8239,33.0,i,40,p,100,160.0
1957,9.0,13.0,"9,8,7,8,9,8,9,8,9,10,9,8,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-100.wav,25.2682,33.0,i,40,n,100,140.0
1957,8.0,19.0,"12,11,12,13,12,11,10,9,8,7,8,9,8,9,8,9,8,7,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-120.wav,38.5565,33.0,i,40,n,120,135.0
1957,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-40.wav,8.4577,33.0,i,20,p,40,150.0
1957,13.0,15.0,"12,11,10,11,9,10,11,12,13,14,13,14,13,12,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-20p-120.wav,28.2315,33.0,i,20,p,120,160.0
1957,14.0,20.0,"12,13,12,14,15,16,17,15,16,14,15,14,13,14,15,14,15,14,13,14",h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-250.wav,39.0994,33.0,i,40,p,250,165.0
1957,11.0,14.0,"10,11,12,11,12,13,12,11,12,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-120.wav,25.1075,33.0,i,10,p,120,150.0
1957,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40p-40.wav,8.0526,33.0,i,40,p,40,150.0
1957,11.0,27.0,"10,11,12,11,10,9,10,9,8,9,10,9,10,11,12,11,10,11,9,8,9,10,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30n-40.wav,52.7938,33.0,i,30,n,40,150.0
1957,11.0,7.0,"10,12,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-120.wav,14.123,33.0,i,10,n,120,150.0
1957,11.0,24.0,"10,9,8,12,13,12,11,12,11,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-100.wav,52.6492,33.0,i,20,p,100,150.0
1957,11.0,4.0,"10,11,12,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-120.wav,9.3194,33.0,i,0,0,0,150.0
1957,6.0,9.0,"10,9,8,7,6,5,6,7,6",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-250.wav,16.4202,33.0,i,40,n,250,125.0
1957,8.0,7.0,"10,9,8,7,8,9,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-250.wav,15.0605,33.0,i,20,n,250,135.0
1957,13.0,15.0,"10,9,8,7,13,12,13,14,15,16,15,14,13,14,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-80.wav,27.6979,33.0,i,30,p,80,160.0
1957,7.0,23.0,"12,13,14,15,14,13,12,11,10,9,8,7,9,8,9,8,7,8,7,6,7,8,7",l,True,main_files/trial_i/07_i_150hz_75db_250ff-30n-80.wav,44.4689,33.0,i,30,n,80,130.0
1957,11.0,4.0,"12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10n-60.wav,7.9685,33.0,i,10,n,60,150.0
1957,10.0,16.0,"10,11,12,11,10,11,9,10,11,10,11,10,11,10,11,10",l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-120.wav,31.5851,33.0,i,20,n,120,145.0
1957,9.0,4.0,"10,9,8,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-20n-80.wav,8.8016,33.0,i,20,n,80,140.0
1957,12.0,4.0,"10,12,13,12",h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-120.wav,8.435,33.0,i,30,p,120,155.0
1957,13.0,5.0,"12,11,13,14,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-20p-80.wav,10.108,33.0,i,20,p,80,160.0
1957,13.0,10.0,"12,11,14,13,14,13,12,13,14,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-100.wav,18.9994,33.0,i,30,p,100,160.0
1957,13.0,10.0,"12,13,14,13,12,13,12,13,12,13",h,True,main_files/trial_i/07_i_150hz_75db_250ff-30p-250.wav,19.2522,33.0,i,30,p,250,160.0
1957,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-30p-40.wav,8.1601,33.0,i,30,p,40,150.0
1957,11.0,6.0,"10,11,12,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-100.wav,14.8268,33.0,i,10,p,100,150.0
1957,8.0,33.0,"10,9,8,7,6,5,7,6,7,8,7,6,5,4,6,5,6,7,6,7,6,7,6,7,6,7,8,7,8,7,8,7,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-80.wav,59.716,33.0,i,40,n,80,135.0
1957,11.0,4.0,"12,11,10,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-60.wav,7.1989,33.0,i,0,0,0,150.0
1957,11.0,4.0,"10,11,12,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-100.wav,7.0939,33.0,i,0,0,0,150.0
1957,11.0,3.0,"10,12,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-40.wav,6.8033,33.0,i,0,0,0,150.0
1957,11.0,5.0,"12,11,10,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20p-60.wav,9.4105,33.0,i,20,p,60,150.0
1957,11.0,4.0,"10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-10p-80.wav,7.9257,33.0,i,10,p,80,150.0
1957,9.0,12.0,"10,9,8,7,8,9,8,9,8,9,10,9",l,True,main_files/trial_i/07_i_150hz_75db_250ff-10n-250.wav,21.861,33.0,i,10,n,250,140.0
1957,11.0,14.0,"12,10,9,10,11,10,11,9,10,11,10,11,10,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-40n-40.wav,28.7485,33.0,i,40,n,40,150.0
1957,14.0,10.0,"12,11,13,14,13,14,15,14,13,14",h,True,main_files/trial_i/07_i_150hz_75db_250ff-40p-60.wav,21.0982,33.0,i,40,p,60,165.0
1957,11.0,10.0,"10,9,10,9,8,9,10,11,12,11",m,False,main_files/trial_i/07_i_150hz_75db_250ff-20n-40.wav,19.8237,33.0,i,20,n,40,150.0
1957,8.0,23.0,"10,9,8,7,6,5,6,7,6,7,8,7,8,7,8,7,8,7,8,7,8,7,8",l,True,main_files/trial_i/07_i_150hz_75db_250ff-40n-60.wav,70.474,33.0,i,40,n,60,135.0
1957,11.0,5.0,"10,12,11,12,11",m,True,main_files/trial_i/07_i_150hz_75db_250ff-000-250.wav,9.7272,33.0,i,0,0,0,150.0
