"","subject_condition","sim_n","BF","subj_n"
"729","beta4","sim129",22.9520958083832,55
"730","beta4","sim130",1141.85714285714,55
"731","beta4","sim131",665.666666666667,55
"732","beta4","sim132",94.2380952380952,55
"733","beta4","sim133",10.6448326055313,55
"734","beta4","sim134",Inf,55
"735","beta4","sim135",7999,55
"736","beta4","sim136",4.56715379262352,55
"737","beta4","sim137",69.7964601769911,55
"738","beta4","sim138",64.5737704918033,55
"739","beta4","sim139",169.212765957447,55
"740","beta4","sim140",Inf,55
"741","beta4","sim141",165.666666666667,55
"742","beta4","sim142",3999,55
"743","beta4","sim143",887.888888888889,55
"744","beta4","sim144",Inf,55
"745","beta4","sim145",Inf,55
"746","beta4","sim146",2665.66666666667,55
"747","beta4","sim147",Inf,55
"748","beta4","sim148",443.444444444444,55
"749","beta4","sim149",Inf,55
"750","beta4","sim150",1332.33333333333,55
"751","beta4","sim151",149.943396226415,55
"752","beta4","sim152",72.394495412844,55
"753","beta4","sim153",Inf,55
"754","beta4","sim154",124,55
"755","beta4","sim155",63.5161290322581,55
"756","beta4","sim156",2665.66666666667,55
"757","beta4","sim157",1599,55
"758","beta4","sim158",21.7920227920228,55
"759","beta4","sim159",5.49350649350649,55
"760","beta4","sim160",97.7654320987654,55
"761","beta4","sim161",Inf,55
"762","beta4","sim162",16.4291938997821,55
"763","beta4","sim163",614.384615384615,55
"764","beta4","sim164",Inf,55
"765","beta4","sim165",443.444444444444,55
"766","beta4","sim166",60.5384615384615,55
"767","beta4","sim167",124,55
"768","beta4","sim168",346.826086956522,55
"769","beta4","sim169",Inf,55
"770","beta4","sim170",306.692307692308,55
"771","beta4","sim171",Inf,55
"772","beta4","sim172",Inf,55
"773","beta4","sim173",99,55
"774","beta4","sim174",Inf,55
"775","beta4","sim175",Inf,55
"776","beta4","sim176",2665.66666666667,55
"777","beta4","sim177",665.666666666667,55
"778","beta4","sim178",Inf,55
"779","beta4","sim179",1141.85714285714,55
"780","beta4","sim180",Inf,55
"781","beta4","sim181",2665.66666666667,55
"782","beta4","sim182",443.444444444444,55
"783","beta4","sim183",136.931034482759,55
"784","beta4","sim184",18.1846522781775,55
"785","beta4","sim185",1599,55
"786","beta4","sim186",346.826086956522,55
"787","beta4","sim187",3999,55
"788","beta4","sim188",Inf,55
"789","beta4","sim189",443.444444444444,55
"790","beta4","sim190",10.0957004160888,55
"791","beta4","sim191",614.384615384615,55
"792","beta4","sim192",14.2380952380952,55
"793","beta4","sim193",443.444444444444,55
"794","beta4","sim194",Inf,55
"795","beta4","sim195",Inf,55
"796","beta4","sim196",532.333333333333,55
"797","beta4","sim197",67.3760683760684,55
"798","beta4","sim198",7999,55
"799","beta4","sim199",26.972027972028,55
"800","beta4","sim200",614.384615384615,55
"801","beta5","sim1",399,60
"802","beta5","sim2",155.862745098039,60
"803","beta5","sim3",149.943396226415,60
"804","beta5","sim4",999,60
"805","beta5","sim5",Inf,60
"806","beta5","sim6",Inf,60
"807","beta5","sim7",249,60
"808","beta5","sim8",Inf,60
"809","beta5","sim9",61.5,60
"810","beta5","sim10",Inf,60
"811","beta5","sim11",40.025641025641,60
"812","beta5","sim12",332.333333333333,60
"813","beta5","sim13",149.943396226415,60
"814","beta5","sim14",Inf,60
"815","beta5","sim15",Inf,60
"816","beta5","sim16",Inf,60
"817","beta5","sim17",Inf,60
"818","beta5","sim18",Inf,60
"819","beta5","sim19",26.2108843537415,60
"820","beta5","sim20",1999,60
"821","beta5","sim21",Inf,60
"822","beta5","sim22",Inf,60
"823","beta5","sim23",Inf,60
"824","beta5","sim24",1999,60
"825","beta5","sim25",Inf,60
"826","beta5","sim26",Inf,60
"827","beta5","sim27",122.076923076923,60
"828","beta5","sim28",82.3333333333333,60
"829","beta5","sim29",Inf,60
"830","beta5","sim30",Inf,60
"831","beta5","sim31",4.20833333333333,60
"832","beta5","sim32",Inf,60
"833","beta5","sim33",13.8975791433892,60
"834","beta5","sim34",96.5609756097561,60
"835","beta5","sim35",61.5,60
"836","beta5","sim36",Inf,60
"837","beta5","sim37",Inf,60
"838","beta5","sim38",3999,60
"839","beta5","sim39",7999,60
"840","beta5","sim40",52.3333333333333,60
"841","beta5","sim41",159,60
"842","beta5","sim42",105.666666666667,60
"843","beta5","sim43",Inf,60
"844","beta5","sim44",614.384615384615,60
"845","beta5","sim45",249,60
"846","beta5","sim46",37.0952380952381,60
"847","beta5","sim47",3999,60
"848","beta5","sim48",Inf,60
"849","beta5","sim49",3999,60
"850","beta5","sim50",2665.66666666667,60
"851","beta5","sim51",399,60
"852","beta5","sim52",23.4648318042813,60
"853","beta5","sim53",20.6216216216216,60
"854","beta5","sim54",3.72813238770686,60
"855","beta5","sim55",33.0425531914894,60
"856","beta5","sim56",Inf,60
"857","beta5","sim57",4.57491289198606,60
"858","beta5","sim58",Inf,60
"859","beta5","sim59",24.5591054313099,60
"860","beta5","sim60",7.37696335078534,60
"861","beta5","sim61",30.8725099601594,60
"862","beta5","sim62",Inf,60
"863","beta5","sim63",241.424242424242,60
"864","beta5","sim64",Inf,60
"865","beta5","sim65",799,60
"866","beta5","sim66",443.444444444444,60
"867","beta5","sim67",Inf,60
"868","beta5","sim68",Inf,60
"869","beta5","sim69",726.272727272727,60
"870","beta5","sim70",614.384615384615,60
"871","beta5","sim71",3999,60
"872","beta5","sim72",136.931034482759,60
"873","beta5","sim73",Inf,60
"874","beta5","sim74",Inf,60
"875","beta5","sim75",7999,60
"876","beta5","sim76",Inf,60
"877","beta5","sim77",94.2380952380952,60
"878","beta5","sim78",74.4716981132076,60
"879","beta5","sim79",532.333333333333,60
"880","beta5","sim80",2665.66666666667,60
"881","beta5","sim81",Inf,60
"882","beta5","sim82",162.265306122449,60
"883","beta5","sim83",332.333333333333,60
"884","beta5","sim84",2665.66666666667,60
"885","beta5","sim85",3999,60
"886","beta5","sim86",Inf,60
"887","beta5","sim87",7999,60
"888","beta5","sim88",Inf,60
"889","beta5","sim89",Inf,60
"890","beta5","sim90",7999,60
"891","beta5","sim91",1332.33333333333,60
"892","beta5","sim92",999,60
"893","beta5","sim93",Inf,60
"894","beta5","sim94",Inf,60
"895","beta5","sim95",7999,60
"896","beta5","sim96",2665.66666666667,60
"897","beta5","sim97",Inf,60
"898","beta5","sim98",274.862068965517,60
"899","beta5","sim99",7999,60
"900","beta5","sim100",Inf,60
"901","beta5","sim101",62.4920634920635,60
"902","beta5","sim102",726.272727272727,60
"903","beta5","sim103",Inf,60
"904","beta5","sim104",Inf,60
"905","beta5","sim105",2665.66666666667,60
"906","beta5","sim106",120.212121212121,60
"907","beta5","sim107",Inf,60
"908","beta5","sim108",60.0687022900763,60
"909","beta5","sim109",Inf,60
"910","beta5","sim110",Inf,60
"911","beta5","sim111",105.666666666667,60
"912","beta5","sim112",420.052631578947,60
"913","beta5","sim113",Inf,60
"914","beta5","sim114",Inf,60
"915","beta5","sim115",Inf,60
"916","beta5","sim116",420.052631578947,60
"917","beta5","sim117",27.4697508896797,60
"918","beta5","sim118",Inf,60
"919","beta5","sim119",Inf,60
"920","beta5","sim120",Inf,60
"921","beta5","sim121",18.6078431372549,60
"922","beta5","sim122",Inf,60
"923","beta5","sim123",7999,60
"924","beta5","sim124",532.333333333333,60
"925","beta5","sim125",87.8888888888889,60
"926","beta5","sim126",Inf,60
"927","beta5","sim127",2665.66666666667,60
"928","beta5","sim128",75.1904761904762,60
"929","beta5","sim129",Inf,60
"930","beta5","sim130",7999,60
"931","beta5","sim131",Inf,60
"932","beta5","sim132",Inf,60
"933","beta5","sim133",Inf,60
"934","beta5","sim134",1599,60
"935","beta5","sim135",69.7964601769911,60
"936","beta5","sim136",1599,60
"937","beta5","sim137",1.63939293962389,60
"938","beta5","sim138",Inf,60
"939","beta5","sim139",215.216216216216,60
"940","beta5","sim140",Inf,60
"941","beta5","sim141",Inf,60
"942","beta5","sim142",34.0877192982456,60
"943","beta5","sim143",29.3030303030303,60
"944","beta5","sim144",Inf,60
"945","beta5","sim145",99,60
"946","beta5","sim146",Inf,60
"947","beta5","sim147",32.195020746888,60
"948","beta5","sim148",7999,60
"949","beta5","sim149",Inf,60
"950","beta5","sim150",66.7966101694915,60
"951","beta5","sim151",Inf,60
"952","beta5","sim152",443.444444444444,60
"953","beta5","sim153",78.2079207920792,60
"954","beta5","sim154",Inf,60
"955","beta5","sim155",Inf,60
"956","beta5","sim156",102.896103896104,60
"957","beta5","sim157",Inf,60
"958","beta5","sim158",2665.66666666667,60
"959","beta5","sim159",Inf,60
"960","beta5","sim160",Inf,60
"961","beta5","sim161",Inf,60
"962","beta5","sim162",55.7375886524823,60
"963","beta5","sim163",Inf,60
"964","beta5","sim164",7999,60
"965","beta5","sim165",2665.66666666667,60
"966","beta5","sim166",799,60
"967","beta5","sim167",9.7671601615074,60
"968","beta5","sim168",1599,60
"969","beta5","sim169",1599,60
"970","beta5","sim170",41.3280423280423,60
"971","beta5","sim171",3999,60
"972","beta5","sim172",65.6666666666667,60
"973","beta5","sim173",1.33508464681845,60
"974","beta5","sim174",7999,60
"975","beta5","sim175",7999,60
"976","beta5","sim176",274.862068965517,60
"977","beta5","sim177",7999,60
"978","beta5","sim178",136.931034482759,60
"979","beta5","sim179",Inf,60
"980","beta5","sim180",Inf,60
"981","beta5","sim181",89.9090909090909,60
"982","beta5","sim182",71.7272727272727,60
"983","beta5","sim183",Inf,60
"984","beta5","sim184",Inf,60
"985","beta5","sim185",Inf,60
"986","beta5","sim186",Inf,60
"987","beta5","sim187",Inf,60
"988","beta5","sim188",Inf,60
"989","beta5","sim189",399,60
"990","beta5","sim190",Inf,60
"991","beta5","sim191",100.26582278481,60
"992","beta5","sim192",799,60
"993","beta5","sim193",726.272727272727,60
"994","beta5","sim194",614.384615384615,60
"995","beta5","sim195",1599,60
"996","beta5","sim196",34.2422907488987,60
"997","beta5","sim197",570.428571428571,60
"998","beta5","sim198",Inf,60
"999","beta5","sim199",Inf,60
"1000","beta5","sim200",1999,60
"1001","beta6","sim1",56.5539568345324,65
"1002","beta6","sim2",Inf,65
"1003","beta6","sim3",469.588235294118,65
"1004","beta6","sim4",Inf,65
"1005","beta6","sim5",570.428571428571,65
"1006","beta6","sim6",1999,65
"1007","beta6","sim7",799,65
"1008","beta6","sim8",Inf,65
"1009","beta6","sim9",7999,65
"1010","beta6","sim10",61.015503875969,65
"1011","beta6","sim11",7999,65
"1012","beta6","sim12",Inf,65
"1013","beta6","sim13",80.6326530612245,65
"1014","beta6","sim14",Inf,65
"1015","beta6","sim15",3999,65
"1016","beta6","sim16",570.428571428571,65
"1017","beta6","sim17",1332.33333333333,65
"1018","beta6","sim18",1599,65
"1019","beta6","sim19",162.265306122449,65
"1020","beta6","sim20",17.7793427230047,65
"1021","beta6","sim21",21.1606648199446,65
"1022","beta6","sim22",Inf,65
"1023","beta6","sim23",Inf,65
"1024","beta6","sim24",209.526315789474,65
"1025","beta6","sim25",257.064516129032,65
"1026","beta6","sim26",332.333333333333,65
"1027","beta6","sim27",306.692307692308,65
"1028","beta6","sim28",Inf,65
"1029","beta6","sim29",7999,65
"1030","beta6","sim30",1999,65
"1031","beta6","sim31",116.647058823529,65
"1032","beta6","sim32",469.588235294118,65
"1033","beta6","sim33",23.1691842900302,65
"1034","beta6","sim34",Inf,65
"1035","beta6","sim35",7.20512820512821,65
"1036","beta6","sim36",102.896103896104,65
"1037","beta6","sim37",Inf,65
"1038","beta6","sim38",209.526315789474,65
"1039","beta6","sim39",665.666666666667,65
"1040","beta6","sim40",399,65
"1041","beta6","sim41",1599,65
"1042","beta6","sim42",Inf,65
"1043","beta6","sim43",7999,65
"1044","beta6","sim44",Inf,65
"1045","beta6","sim45",Inf,65
"1046","beta6","sim46",1332.33333333333,65
"1047","beta6","sim47",799,65
"1048","beta6","sim48",1332.33333333333,65
"1049","beta6","sim49",7999,65
"1050","beta6","sim50",570.428571428571,65
"1051","beta6","sim51",Inf,65
"1052","beta6","sim52",Inf,65
"1053","beta6","sim53",Inf,65
"1054","beta6","sim54",Inf,65
"1055","beta6","sim55",Inf,65
"1056","beta6","sim56",111.676056338028,65
"1057","beta6","sim57",13.9532710280374,65
"1058","beta6","sim58",3999,65
"1059","beta6","sim59",Inf,65
"1060","beta6","sim60",7999,65
"1061","beta6","sim61",570.428571428571,65
"1062","beta6","sim62",2665.66666666667,65
"1063","beta6","sim63",132.333333333333,65
"1064","beta6","sim64",26.3972602739726,65
"1065","beta6","sim65",Inf,65
"1066","beta6","sim66",7999,65
"1067","beta6","sim67",Inf,65
"1068","beta6","sim68",9.2827763496144,65
"1069","beta6","sim69",92.0232558139535,65
"1070","beta6","sim70",Inf,65
"1071","beta6","sim71",Inf,65
"1072","beta6","sim72",17.0995475113122,65
"1073","beta6","sim73",3999,65
"1074","beta6","sim74",Inf,65
"1075","beta6","sim75",Inf,65
"1076","beta6","sim76",28.7397769516729,65
"1077","beta6","sim77",2.65797896662094,65
"1078","beta6","sim78",Inf,65
"1079","beta6","sim79",3999,65
"1080","beta6","sim80",Inf,65
"1081","beta6","sim81",1141.85714285714,65
"1082","beta6","sim82",3999,65
"1083","beta6","sim83",2665.66666666667,65
"1084","beta6","sim84",Inf,65
"1085","beta6","sim85",189.47619047619,65
"1086","beta6","sim86",999,65
"1087","beta6","sim87",469.588235294118,65
"1088","beta6","sim88",Inf,65
"1089","beta6","sim89",61.015503875969,65
"1090","beta6","sim90",Inf,65
"1091","beta6","sim91",319,65
"1092","beta6","sim92",1599,65
"1093","beta6","sim93",665.666666666667,65
"1094","beta6","sim94",7999,65
"1095","beta6","sim95",Inf,65
"1096","beta6","sim96",Inf,65
"1097","beta6","sim97",1599,65
"1098","beta6","sim98",Inf,65
"1099","beta6","sim99",887.888888888889,65
"1100","beta6","sim100",665.666666666667,65
"1101","beta6","sim101",499,65
"1102","beta6","sim102",Inf,65
"1103","beta6","sim103",Inf,65
"1104","beta6","sim104",726.272727272727,65
"1105","beta6","sim105",Inf,65
"1106","beta6","sim106",1332.33333333333,65
"1107","beta6","sim107",Inf,65
"1108","beta6","sim108",887.888888888889,65
"1109","beta6","sim109",Inf,65
"1110","beta6","sim110",14.2091254752852,65
"1111","beta6","sim111",49.6329113924051,65
"1112","beta6","sim112",1999,65
"1113","beta6","sim113",Inf,65
"1114","beta6","sim114",7999,65
"1115","beta6","sim115",9.79622132253711,65
"1116","beta6","sim116",1332.33333333333,65
"1117","beta6","sim117",89.9090909090909,65
"1118","beta6","sim118",Inf,65
"1119","beta6","sim119",7999,65
"1120","beta6","sim120",3999,65
"1121","beta6","sim121",Inf,65
"1122","beta6","sim122",469.588235294118,65
"1123","beta6","sim123",7999,65
"1124","beta6","sim124",46.3372781065089,65
"1125","beta6","sim125",1332.33333333333,65
"1126","beta6","sim126",726.272727272727,65
"1127","beta6","sim127",50.2820512820513,65
"1128","beta6","sim128",3999,65
"1129","beta6","sim129",Inf,65
"1130","beta6","sim130",799,65
"1131","beta6","sim131",47.4848484848485,65
"1132","beta6","sim132",7999,65
"1133","beta6","sim133",1332.33333333333,65
"1134","beta6","sim134",Inf,65
"1135","beta6","sim135",7999,65
"1136","beta6","sim136",Inf,65
"1137","beta6","sim137",887.888888888889,65
"1138","beta6","sim138",7999,65
"1139","beta6","sim139",5.57354149548069,65
"1140","beta6","sim140",75.9230769230769,65
"1141","beta6","sim141",Inf,65
"1142","beta6","sim142",7999,65
"1143","beta6","sim143",Inf,65
"1144","beta6","sim144",Inf,65
"1145","beta6","sim145",155.862745098039,65
"1146","beta6","sim146",31.520325203252,65
"1147","beta6","sim147",Inf,65
"1148","beta6","sim148",Inf,65
"1149","beta6","sim149",999,65
"1150","beta6","sim150",43.1988950276243,65
"1151","beta6","sim151",274.862068965517,65
"1152","beta6","sim152",28.6296296296296,65
"1153","beta6","sim153",59.6060606060606,65
"1154","beta6","sim154",63,65
"1155","beta6","sim155",19.4081632653061,65
"1156","beta6","sim156",32.7552742616034,65
"1157","beta6","sim157",Inf,65
"1158","beta6","sim158",82.3333333333333,65
"1159","beta6","sim159",3999,65
"1160","beta6","sim160",570.428571428571,65
"1161","beta6","sim161",3.84261501210654,65
"1162","beta6","sim162",7999,65
"1163","beta6","sim163",Inf,65
"1164","beta6","sim164",2665.66666666667,65
"1165","beta6","sim165",Inf,65
"1166","beta6","sim166",180.818181818182,65
"1167","beta6","sim167",887.888888888889,65
"1168","beta6","sim168",887.888888888889,65
"1169","beta6","sim169",20.978021978022,65
"1170","beta6","sim170",4.54400554400554,65
"1171","beta6","sim171",24.7234726688103,65
"1172","beta6","sim172",3999,65
"1173","beta6","sim173",2.96628656420426,65
"1174","beta6","sim174",1141.85714285714,65
"1175","beta6","sim175",3999,65
"1176","beta6","sim176",Inf,65
"1177","beta6","sim177",332.333333333333,65
"1178","beta6","sim178",27.0701754385965,65
"1179","beta6","sim179",1599,65
"1180","beta6","sim180",2665.66666666667,65
"1181","beta6","sim181",10.7474302496329,65
"1182","beta6","sim182",19.671834625323,65
"1183","beta6","sim183",1141.85714285714,65
"1184","beta6","sim184",306.692307692308,65
"1185","beta6","sim185",Inf,65
"1186","beta6","sim186",30.8725099601594,65
"1187","beta6","sim187",113.285714285714,65
"1188","beta6","sim188",10.0344827586207,65
"1189","beta6","sim189",Inf,65
"1190","beta6","sim190",66.2268907563025,65
"1191","beta6","sim191",132.333333333333,65
"1192","beta6","sim192",Inf,65
"1193","beta6","sim193",3999,65
"1194","beta6","sim194",128.032258064516,65
"1195","beta6","sim195",215.216216216216,65
"1196","beta6","sim196",1599,65
"1197","beta6","sim197",32.0578512396694,65
"1198","beta6","sim198",2665.66666666667,65
"1199","beta6","sim199",1141.85714285714,65
"1200","beta6","sim200",3.08788962698007,65
"1201","beta7","sim1",26.2108843537415,70
"1202","beta7","sim2",40.8848167539267,70
"1203","beta7","sim3",Inf,70
"1204","beta7","sim4",420.052631578947,70
"1205","beta7","sim5",295.296296296296,70
"1206","beta7","sim6",7999,70
"1207","beta7","sim7",265.666666666667,70
"1208","beta7","sim8",Inf,70
"1209","beta7","sim9",332.333333333333,70
"1210","beta7","sim10",Inf,70
"1211","beta7","sim11",Inf,70
"1212","beta7","sim12",7999,70
"1213","beta7","sim13",Inf,70
"1214","beta7","sim14",71.7272727272727,70
"1215","beta7","sim15",306.692307692308,70
"1216","beta7","sim16",Inf,70
"1217","beta7","sim17",1.77777777777778,70
"1218","beta7","sim18",3999,70
"1219","beta7","sim19",Inf,70
"1220","beta7","sim20",24,70
"1221","beta7","sim21",Inf,70
"1222","beta7","sim22",Inf,70
"1223","beta7","sim23",159,70
"1224","beta7","sim24",Inf,70
"1225","beta7","sim25",Inf,70
"1226","beta7","sim26",Inf,70
"1227","beta7","sim27",499,70
"1228","beta7","sim28",1999,70
"1229","beta7","sim29",Inf,70
"1230","beta7","sim30",Inf,70
"1231","beta7","sim31",Inf,70
"1232","beta7","sim32",73.7663551401869,70
"1233","beta7","sim33",665.666666666667,70
"1234","beta7","sim34",Inf,70
"1235","beta7","sim35",Inf,70
"1236","beta7","sim36",2665.66666666667,70
"1237","beta7","sim37",Inf,70
"1238","beta7","sim38",95.3855421686747,70
"1239","beta7","sim39",1599,70
"1240","beta7","sim40",Inf,70
"1241","beta7","sim41",97.7654320987654,70
"1242","beta7","sim42",Inf,70
"1243","beta7","sim43",Inf,70
"1244","beta7","sim44",152.846153846154,70
"1245","beta7","sim45",Inf,70
"1246","beta7","sim46",7999,70
"1247","beta7","sim47",Inf,70
"1248","beta7","sim48",7999,70
"1249","beta7","sim49",2665.66666666667,70
"1250","beta7","sim50",999,70
"1251","beta7","sim51",532.333333333333,70
"1252","beta7","sim52",36.3831775700935,70
"1253","beta7","sim53",Inf,70
"1254","beta7","sim54",209.526315789474,70
"1255","beta7","sim55",1332.33333333333,70
"1256","beta7","sim56",726.272727272727,70
"1257","beta7","sim57",Inf,70
"1258","beta7","sim58",Inf,70
"1259","beta7","sim59",469.588235294118,70
"1260","beta7","sim60",1599,70
"1261","beta7","sim61",45.7836257309942,70
"1262","beta7","sim62",Inf,70
"1263","beta7","sim63",7999,70
"1264","beta7","sim64",Inf,70
"1265","beta7","sim65",31.1285140562249,70
"1266","beta7","sim66",87.8888888888889,70
"1267","beta7","sim67",1999,70
"1268","beta7","sim68",11.8,70
"1269","beta7","sim69",Inf,70
"1270","beta7","sim70",Inf,70
"1271","beta7","sim71",165.666666666667,70
"1272","beta7","sim72",Inf,70
"1273","beta7","sim73",7999,70
"1274","beta7","sim74",2665.66666666667,70
"1275","beta7","sim75",Inf,70
"1276","beta7","sim76",Inf,70
"1277","beta7","sim77",399,70
"1278","beta7","sim78",1999,70
"1279","beta7","sim79",134.593220338983,70
"1280","beta7","sim80",2.09358081979892,70
"1281","beta7","sim81",887.888888888889,70
"1282","beta7","sim82",Inf,70
"1283","beta7","sim83",Inf,70
"1284","beta7","sim84",Inf,70
"1285","beta7","sim85",1599,70
"1286","beta7","sim86",399,70
"1287","beta7","sim87",169.212765957447,70
"1288","beta7","sim88",169.212765957447,70
"1289","beta7","sim89",1999,70
"1290","beta7","sim90",Inf,70
"1291","beta7","sim91",3999,70
"1292","beta7","sim92",42.7158469945355,70
"1293","beta7","sim93",799,70
"1294","beta7","sim94",Inf,70
"1295","beta7","sim95",120.212121212121,70
"1296","beta7","sim96",25.3157894736842,70
"1297","beta7","sim97",Inf,70
"1298","beta7","sim98",169.212765957447,70
"1299","beta7","sim99",141.857142857143,70
"1300","beta7","sim100",Inf,70
"1301","beta7","sim101",Inf,70
"1302","beta7","sim102",36.5586854460094,70
"1303","beta7","sim103",Inf,70
"1304","beta7","sim104",7999,70
"1305","beta7","sim105",2665.66666666667,70
"1306","beta7","sim106",152.846153846154,70
"1307","beta7","sim107",21.7272727272727,70
"1308","beta7","sim108",2665.66666666667,70
"1309","beta7","sim109",Inf,70
"1310","beta7","sim110",19,70
"1311","beta7","sim111",9.61007957559682,70
"1312","beta7","sim112",3999,70
"1313","beta7","sim113",Inf,70
"1314","beta7","sim114",9.48492791612058,70
"1315","beta7","sim115",61.5,70
"1316","beta7","sim116",Inf,70
"1317","beta7","sim117",40.6666666666667,70
"1318","beta7","sim118",1141.85714285714,70
"1319","beta7","sim119",Inf,70
"1320","beta7","sim120",60.0687022900763,70
"1321","beta7","sim121",3999,70
"1322","beta7","sim122",3999,70
"1323","beta7","sim123",Inf,70
"1324","beta7","sim124",14.4738878143133,70
"1325","beta7","sim125",Inf,70
"1326","beta7","sim126",Inf,70
"1327","beta7","sim127",7999,70
"1328","beta7","sim128",570.428571428571,70
"1329","beta7","sim129",Inf,70
"1330","beta7","sim130",1599,70
"1331","beta7","sim131",134.593220338983,70
"1332","beta7","sim132",Inf,70
"1333","beta7","sim133",Inf,70
"1334","beta7","sim134",Inf,70
"1335","beta7","sim135",55.7375886524823,70
"1336","beta7","sim136",Inf,70
"1337","beta7","sim137",Inf,70
"1338","beta7","sim138",85.9565217391304,70
"1339","beta7","sim139",2665.66666666667,70
"1340","beta7","sim140",Inf,70
"1341","beta7","sim141",5.21600621600622,70
"1342","beta7","sim142",176.777777777778,70
"1343","beta7","sim143",Inf,70
"1344","beta7","sim144",3999,70
"1345","beta7","sim145",Inf,70
"1346","beta7","sim146",Inf,70
"1347","beta7","sim147",1999,70
"1348","beta7","sim148",7999,70
"1349","beta7","sim149",257.064516129032,70
"1350","beta7","sim150",Inf,70
"1351","beta7","sim151",570.428571428571,70
"1352","beta7","sim152",105.666666666667,70
"1353","beta7","sim153",59.1503759398496,70
"1354","beta7","sim154",110.111111111111,70
"1355","beta7","sim155",Inf,70
"1356","beta7","sim156",59.1503759398496,70
"1357","beta7","sim157",105.666666666667,70
"1358","beta7","sim158",49.314465408805,70
"1359","beta7","sim159",Inf,70
"1360","beta7","sim160",7999,70
"1361","beta7","sim161",Inf,70
"1362","beta7","sim162",Inf,70
"1363","beta7","sim163",Inf,70
"1364","beta7","sim164",799,70
"1365","beta7","sim165",726.272727272727,70
"1366","beta7","sim166",32.6134453781513,70
"1367","beta7","sim167",113.285714285714,70
"1368","beta7","sim168",116.647058823529,70
"1369","beta7","sim169",7999,70
"1370","beta7","sim170",3.6029919447641,70
"1371","beta7","sim171",257.064516129032,70
"1372","beta7","sim172",Inf,70
"1373","beta7","sim173",379.952380952381,70
"1374","beta7","sim174",53.0540540540541,70
"1375","beta7","sim175",319,70
"1376","beta7","sim176",Inf,70
"1377","beta7","sim177",41.7807486631016,70
"1378","beta7","sim178",Inf,70
"1379","beta7","sim179",Inf,70
"1380","beta7","sim180",8.53516090584029,70
"1381","beta7","sim181",1599,70
"1382","beta7","sim182",Inf,70
"1383","beta7","sim183",1599,70
"1384","beta7","sim184",60.5384615384615,70
"1385","beta7","sim185",Inf,70
"1386","beta7","sim186",Inf,70
"1387","beta7","sim187",Inf,70
"1388","beta7","sim188",7999,70
"1389","beta7","sim189",95.3855421686747,70
"1390","beta7","sim190",Inf,70
"1391","beta7","sim191",Inf,70
"1392","beta7","sim192",Inf,70
"1393","beta7","sim193",1599,70
"1394","beta7","sim194",110.111111111111,70
"1395","beta7","sim195",Inf,70
"1396","beta7","sim196",155.862745098039,70
"1397","beta7","sim197",7999,70
"1398","beta7","sim198",7999,70
"1399","beta7","sim199",95.3855421686747,70
"1400","beta7","sim200",1332.33333333333,70
"1401","beta8","sim1",Inf,75
"1402","beta8","sim2",Inf,75
"1403","beta8","sim3",Inf,75
"1404","beta8","sim4",Inf,75
"1405","beta8","sim5",Inf,75
"1406","beta8","sim6",152.846153846154,75
"1407","beta8","sim7",257.064516129032,75
"1408","beta8","sim8",Inf,75
"1409","beta8","sim9",40.025641025641,75
"1410","beta8","sim10",Inf,75
"1411","beta8","sim11",90.9540229885057,75
"1412","beta8","sim12",40.4507772020725,75
"1413","beta8","sim13",Inf,75
"1414","beta8","sim14",Inf,75
"1415","beta8","sim15",3999,75
"1416","beta8","sim16",Inf,75
"1417","beta8","sim17",Inf,75
"1418","beta8","sim18",Inf,75
"1419","beta8","sim19",21.9226361031519,75
"1420","beta8","sim20",Inf,75
"1421","beta8","sim21",7999,75
"1422","beta8","sim22",Inf,75
"1423","beta8","sim23",2665.66666666667,75
"1424","beta8","sim24",Inf,75
"1425","beta8","sim25",76.6699029126214,75
"1426","beta8","sim26",570.428571428571,75
"1427","beta8","sim27",176.777777777778,75
"1428","beta8","sim28",Inf,75
"1429","beta8","sim29",2665.66666666667,75
"1430","beta8","sim30",3999,75
"1431","beta8","sim31",Inf,75
"1432","beta8","sim32",101.564102564103,75
"1433","beta8","sim33",6.19424460431655,75
"1434","beta8","sim34",Inf,75
"1435","beta8","sim35",Inf,75
"1436","beta8","sim36",399,75
"1437","beta8","sim37",16.2413793103448,75
"1438","beta8","sim38",Inf,75
"1439","beta8","sim39",Inf,75
"1440","beta8","sim40",Inf,75
"1441","beta8","sim41",Inf,75
"1442","beta8","sim42",532.333333333333,75
"1443","beta8","sim43",7.40336134453782,75
"1444","beta8","sim44",4.53250345781466,75
"1445","beta8","sim45",16.4672489082969,75
"1446","beta8","sim46",Inf,75
"1447","beta8","sim47",Inf,75
"1448","beta8","sim48",15.4948453608247,75
"1449","beta8","sim49",1599,75
"1450","beta8","sim50",Inf,75
"1451","beta8","sim51",101.564102564103,75
"1452","beta8","sim52",101.564102564103,75
"1453","beta8","sim53",Inf,75
"1454","beta8","sim54",295.296296296296,75
"1455","beta8","sim55",1332.33333333333,75
"1456","beta8","sim56",43.1988950276243,75
"1457","beta8","sim57",3.23728813559322,75
"1458","beta8","sim58",7999,75
"1459","beta8","sim59",499,75
"1460","beta8","sim60",Inf,75
"1461","beta8","sim61",1999,75
"1462","beta8","sim62",Inf,75
"1463","beta8","sim63",2665.66666666667,75
"1464","beta8","sim64",48.6894409937888,75
