labID,participantID,date,prolific_pid,study_id,session_id,birthyear,sex,residence_country,country_of_origin,language,instrument,instrument_training,musical_level,musical_training_year,group_singing,group_singing_year,solo_vocal,solo_vocal_year,music_hour,final_rating,final_moves,response_list,trial_tone_list,trial_i_list,trial_di_list,tone_trials.thisN,cv_trials.thisN,corr_dir_di,response_dir,is_correct,is_catch,tone_slider.response,cv_slider.response,catch1_res,catch2_res,response_time,headphone,goodbye.stopped,met_score,catch_n_found,catch_tone_loop_res,catch_tone_loop_ans,catch_tone_loop_correct,catch_tone_end_res,catch_tone_end_ans,catch_tone_end_correct,catch_cv_loop_res,catch_cv_loop_ans,catch_cv_loop_correct,catch_cv_end_res,catch_cv_end_ans,catch_cv_end_correct,catch1_ans,catch2_ans,catch1_correct,catch2_correct,delta_f,stimuli_direction,delta_t,response_f
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-40n-20.wav,22,,l,l,TRUE,0,9,,1,11,1.8233,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,40,n,20,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,7.0,1,7,,,main_files/trial_di/07_di_150hz_75db_250ff-10n-20.wav,23,,l,l,TRUE,0,7,,1,11,3.8593,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,10,n,20,130.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-40p-120.wav,24,,h,l,FALSE,0,9,,1,11,1.9076,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,40,p,120,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-30n-100.wav,25,,l,l,TRUE,0,9,,1,11,4.2883,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,30,n,100,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,7.0,1,7,,,main_files/trial_di/07_di_150hz_75db_250ff-000-100.wav,26,,m,l,FALSE,0,7,,1,11,3.7718,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,0,0,0,130.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-10n-60.wav,27,,l,l,TRUE,0,9,,1,11,2.3904,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,10,n,60,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-20p-40.wav,28,,h,l,FALSE,0,9,,1,11,7.3656,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,20,p,40,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-40n-40.wav,29,,l,l,TRUE,0,9,,1,11,7.9384,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,40,n,40,140.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,10.0,1,10,,,main_files/trial_di/07_di_150hz_75db_250ff-40n-120.wav,30,,l,l,TRUE,0,10,,1,11,33.1583,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,40,n,120,145.0
4698,d599ad19-3339-4796-8439-81c06bdd4e7f,2026-05-24_18h56.30.452,,,,2005,female,United States,United States,"[{""Column 1"":""English"",""Column 2"":1,""Column 3"":0,""Column 8"":1,""Column 5"":1,""Column 6"":1,""Column 7"":1},{},{}]",TRUE,TRUE,intermediate,3,FALSE,,FALSE,,10,9.0,1,9,,,main_files/trial_di/07_di_150hz_75db_250ff-20p-80.wav,31,,h,l,FALSE,0,9,,1,11,1.7732,apple,1595.5273,1.0,4,,1,False,1,21,False,10,1,False,11,1,False,21,1,False,False,20,p,80,140.0
